,price
157683,4500
126034,17400
86428,11199
299858,7300
390211,10200
209920,10995
307996,8500
242165,13995
244177,5997
405929,21998
383303,5499
362254,38995
316579,5999
383759,36900
228132,3999
243038,11500
674,24500
93237,3400
179544,33982
319119,14490
236237,14299
12530,9991
322253,25725
385161,13485
365919,15995
348732,11995
16058,41997
359933,42000
390071,17998
312679,12955
419392,20888
158592,35990
332894,5300
313843,11500
337010,6488
60160,22495
404141,8995
123248,23990
244033,9295
411449,5000
315745,34500
305326,27990
20095,10200
3995,29999
1757,7000
250306,8995
339070,18984
73710,14465
258741,11997
190199,8500
322852,19995
25753,4999
189815,11600
77071,5495
129342,7995
311355,6499
416811,14000
68697,17000
267588,21995
96764,24995
400168,24590
186652,4300
418936,17499
61058,43990
9218,3200
29765,33995
76888,5950
345528,13995
326909,7995
11614,2000
240526,24990
204234,7500
232362,9250
169290,7988
222720,18900
150575,11302
243899,17900
212104,27990
241361,7990
264107,22500
284425,19595
296675,19999
232283,12995
244491,13995
315789,23744
183782,5900
328326,23995
248098,34900
66098,7880
133888,38937
72004,11500
92730,28990
366744,23495
289085,18495
118239,11495
58366,36900
301480,8995
93719,18500
272660,8500
208302,6550
14795,6288
356975,10500
374756,13265
18310,6590
164014,13990
228219,17990
29491,11988
408852,18900
202008,18500
390991,23950
397806,8800
3159,10970
352726,43500
134895,13640
61072,15599
187205,19460
414802,18985
279298,31900
370962,13900
3358,19999
282901,14900
135668,25488
39424,36950
285914,14259
340778,8997
102211,16500
215840,7900
88175,14379
9533,12991
3240,16775
168271,65000
300193,34995
218175,9750
342974,7000
310744,5995
399415,11988
95962,26998
321879,13999
124879,15120
164797,16990
302237,5995
83003,18990
283172,45995
317255,10500
421341,9995
280141,29997
385822,7700
183506,3995
7323,32900
107450,10998
413616,24500
232240,441
289447,21200
285061,15998
260978,14799
389545,63999
208247,13497
76022,15500
294540,45590
354261,37990
232444,20997
247853,15000
249352,28995
41283,24990
297618,21995
8580,5600
312254,10466
378622,3900
407198,8250
275725,14995
185877,21995
306372,45000
386774,13500
209001,20777
2116,54999
221843,36991
416060,28950
114094,4888
7069,15590
227889,49481
380006,15989
31403,10988
15804,261
347586,17425
246328,6997
320534,9950
50387,5000
97329,10998
331524,27325
49637,8500
225031,7000
7408,36395
281930,26688
407637,5999
211287,16990
143769,6999
641,9999
155624,11498
166175,7995
9795,6499
270141,22500
252513,39821
329562,43999
301715,45999
312898,21750
90345,2400
356594,13900
295155,8995
217752,23000
235481,6950
33403,14900
414096,30995
267712,16187
211017,21950
194891,15435
225456,33726
184419,6000
111072,15988
290860,5950
137585,14000
181527,25998
294899,1000
234993,15999
297020,8500
310488,9900
393934,5999
194008,13995
266965,15995
389200,18590
209343,9999
133056,20000
274473,19990
95714,17995
282687,15656
157669,33580
338229,6400
304218,13895
395528,27000
397006,2988
60661,4800
409385,43995
229747,19500
183669,4500
335451,447
199577,7500
282835,22808
316886,12994
252700,26999
79953,14000
246620,8995
86962,8450
396958,29999
381430,39990
191316,14995
333916,27988
94049,6995
83773,16995
418059,9999
338395,11995
232929,5978
304350,20950
87908,9999
270733,5499
221174,4999
420540,24988
237068,11995
137775,5999
74534,46999
354839,7095
294203,13590
186590,41995
202682,32998
288805,2900
63574,4389
241977,18900
303601,22990
306052,13990
305059,7995
129219,22500
396832,7800
97014,28998
334223,15995
229092,23991
12810,11000
221032,13995
125019,15557
393067,6475
228347,9995
369046,3900
292718,27990
370329,17495
30508,161
266888,13990
48122,89995
206414,21990
265206,17488
236252,42950
6125,18950
419151,13495
397090,7495
253738,48495
210823,8995
419128,18500
343890,8995
9860,19995
333615,30000
292486,1500
230522,25000
233777,65999
205582,12750
267028,15990
12630,14491
285350,15995
272676,5995
275216,2790
326941,9995
299760,6280
200230,37905
258094,19990
416099,12950
26104,14990
248073,27988
298915,15990
286519,14995
235950,8591
137197,8799
388739,32599
323710,9498
278997,8850
406689,12000
387449,26590
211100,6995
299818,34590
300214,17495
86589,20501
462,38995
275093,6500
342951,24998
6551,36990
284506,8999
306778,13775
94840,13500
181013,42999
167111,11950
230290,20850
127575,55900
118169,24444
165995,11900
135655,22747
235327,7053
337979,8600
251129,16590
330392,14998
376250,15590
195558,21495
220509,39550
191799,4500
218266,13299
126775,24900
267996,6800
398951,13450
312666,9950
329470,38995
308171,28900
267914,21995
308566,5995
317538,21900
254124,6799
52199,13995
71958,298
419907,6495
112946,274
18497,9722
241558,7995
407061,9995
339287,56977
207918,28990
222883,22702
194028,19800
190789,17900
393098,22500
326003,8995
399336,9495
136954,30990
292860,24794
316280,18878
257764,700
354436,19750
228462,29999
225922,4490
385827,32995
33335,11900
329613,26795
416352,13999
277106,16501
12923,8799
37905,197
124964,33900
252922,17900
190009,15895
20728,4950
202575,13299
113205,17989
289156,33990
192953,5900
297019,22995
207204,5999
334723,7395
135244,28831
75908,8995
147360,44400
113719,15977
113222,12999
116925,42995
322116,8880
314811,103999
30457,10995
197841,12995
312564,24900
26525,7499
350263,13995
34358,26700
248828,10995
96363,6500
203068,26995
38324,16990
144597,30995
13986,26999
282509,29590
380105,49999
245395,7250
100676,19995
319779,7500
2000,30999
137179,61995
214771,19995
201653,37995
57914,33900
229447,16500
281849,9495
279892,17940
305209,15590
256111,19950
206156,14526
111611,6920
316784,58000
60652,6400
23568,9695
259243,16995
196558,7000
178173,19990
343421,23500
182523,4995
244276,10500
78721,9000
318265,11999
396285,11795
70057,19999
35247,13100
128130,6999
157169,22817
206848,7990
242456,4950
41011,3990
304949,2979
407930,19500
407261,8990
220465,12795
14002,259
237676,33480
218962,34900
302361,26590
292684,5000
382472,25998
350752,15995
321335,12998
13352,9995
260658,28990
254199,21921
2048,54999
391648,26984
403488,22800
105408,19998
195335,14998
123136,45357
70540,4999
339856,15000
273322,36995
395955,21706
194453,7995
250643,5995
234414,8999
99323,7500
271375,9490
26278,4995
94292,26995
323528,12999
420959,8495
298214,6850
394861,14995
267237,17590
71245,14648
299646,11995
229344,16990
210528,8495
290340,26999
277403,17995
159992,11500
244215,27995
413571,14995
356157,8499
7656,9950
411295,44995
303098,13495
251957,36171
350703,3500
327902,25995
107477,31900
377928,10995
166987,12800
402062,8995
8800,35991
266106,8500
287831,16995
346220,19000
122039,10999
222353,23400
153843,11200
399932,26455
281947,13500
331976,26999
369401,18581
163922,30995
291455,9995
306158,7295
101447,16888
129531,23450
391357,11200
216012,13500
306959,8000
398861,28888
350916,28500
53586,14998
322665,13989
190563,9500
152241,30995
328380,7500
277254,15500
138432,1063
235840,15999
75115,4990
153076,11450
300165,12995
289322,19995
275225,19995
100682,9975
411977,34998
328711,24795
182923,12000
220882,3995
422713,9995
112349,7000
83783,51500
342806,20300
416804,9995
111858,17990
399119,14990
202890,17991
377233,11995
209447,15217
415672,4995
303494,6450
193154,148
23841,14887
123386,39995
235211,45995
140358,4250
139827,25999
408030,16950
205366,13500
144473,39994
290241,7000
326131,13975
294697,32988
276806,5999
213200,28299
360593,48999
326199,10695
221555,4999
399693,65995
416316,6995
418283,15499
113431,28999
215770,11980
62792,14500
325225,7895
98061,8000
378627,17590
268795,24283
295006,16995
238935,32990
356610,23995
354988,9990
90001,18990
379419,5995
359229,18000
389811,16990
278063,4500
194461,24900
333374,500
226835,24215
303723,49999
217650,4900
342118,4100
168064,12988
356728,15500
135351,11995
357570,23978
409607,35950
317411,4900
326607,15990
334152,3995
207523,48991
210451,11995
66205,3500
403480,13950
360189,35500
96405,9536
208823,27980
54723,29990
286619,9000
206716,33999
171375,43995
340532,8998
91754,12700
2051,54999
213784,8800
283836,4995
418906,29990
313445,19915
335764,46950
127357,16999
219610,11900
180295,11495
210138,31885
159193,12850
335810,22995
193734,15454
330541,4995
386119,58995
94728,49643
334407,10800
360537,13750
218815,8900
270436,12995
198467,9200
7735,9500
334080,9300
294205,19990
281761,17595
204334,5900
345144,11350
410213,6995
387337,7495
120154,35000
200094,18000
38568,7400
376110,21951
255364,3950
246711,4500
261094,3499
398521,6200
228882,9997
202739,10995
325796,4500
249564,5195
82659,16590
383379,13995
420613,15900
345357,6900
60193,6500
402749,20990
303541,23995
34328,29590
254135,36995
287548,11995
320476,32995
400446,24000
255968,10000
418728,38545
126758,16500
117281,3195
141856,7995
80848,25988
415822,23684
260151,7150
143922,14900
280036,17590
414126,9995
140302,19900
271733,16195
232954,3590
413835,14998
257536,16825
308597,6795
89986,24500
34665,3500
188758,19900
298684,5495
9559,5990
300886,13995
268617,16995
263096,19990
416659,21590
256837,3650
274961,24995
353245,5500
258181,29950
238857,16999
131582,14378
407940,6999
302552,3500
264213,11995
24244,9799
200384,12995
11575,20989
392589,16450
152531,28995
270831,24995
374973,4500
21437,5500
97728,9550
190746,19909
101846,8999
397196,29900
249589,12900
28720,17995
49134,10477
86814,35000
264152,500
239925,27990
350465,18995
281697,27000
283478,7990
188908,12855
46581,29995
215570,19500
88595,7999
161835,19980
126646,8750
11939,13700
45180,4495
365641,26490
141949,4800
15431,7000
289062,37590
358138,11997
197991,7000
334537,14590
157588,16987
194514,12990
386962,10995
413312,4995
216848,9997
392886,16590
216018,30470
101747,19950
357834,19324
368106,19611
323256,17998
100689,13998
259872,13950
81992,11900
194294,2100
187859,12400
216895,7499
165757,27853
155260,39998
325571,27995
59651,34990
182455,13995
265295,11980
12766,19989
346542,4999
11545,339
207581,16488
52797,11400
186920,23495
337341,26300
168886,9500
393765,23500
97853,208
259653,18575
234325,7985
15817,26995
296778,7900
336905,12995
340284,19000
409691,8750
133831,25000
71659,42999
206735,7995
53949,10995
239586,5995
389583,29999
329398,6995
214881,36999
388728,2800
212141,15997
235671,32990
389985,10495
5519,1500
102406,21950
268815,36475
3843,8299
333503,23450
144224,23498
110002,16890
254897,17990
1556,8500
332229,33195
298836,32423
119994,6900
405318,34992
397474,6250
232343,5999
214815,14000
98849,3995
95599,10590
408451,7000
422955,3300
186665,26988
186677,18990
259357,7990
93302,9590
22471,26784
276827,18900
222943,19700
177610,9450
181290,23998
43462,13800
260169,11990
418297,21999
216994,3900
73503,8900
329301,23595
407274,30400
350309,33995
318935,17999
397286,25000
277523,5500
18300,23454
55789,2500
66101,49980
72048,10500
312042,31910
400684,10995
335460,14399
379581,3995
270729,39995
226918,43990
333516,11500
224871,11990
261676,7480
254910,10995
246056,18598
90557,24500
355665,6988
309386,9999
384793,1000
66603,7950
154232,8450
172621,2999
220236,13900
373203,26947
64145,16900
417456,21840
4660,12438
410472,8998
413726,20000
36695,27590
215966,28891
78057,19999
344279,20489
148389,11800
103909,18950
262261,14650
353538,42999
25821,24990
343590,5975
366287,12590
313301,8900
136709,37995
186277,12000
245683,7900
209917,20981
343196,20000
145655,22998
369920,20680
344703,15000
62439,3500
113314,39795
285431,12999
306106,5999
35003,4995
185942,17995
58744,11900
332471,8000
245838,6999
276233,7401
189812,27489
347362,19990
414164,27975
206957,11500
202681,15998
414954,9998
214452,46797
142616,46896
191110,23995
208220,9740
118744,34595
288226,577
155204,6900
359334,12500
68566,25000
11916,13995
71205,4000
419620,7900
298324,8995
418931,16995
9848,43995
278872,10800
404922,18885
173411,15995
354797,39500
241363,9990
250923,13990
131037,17950
263370,29590
416400,4500
408626,28900
385817,26998
421196,24500
80723,28590
34666,10984
92048,10995
16233,23989
330604,14995
194781,13995
276387,9995
318873,3000
8566,5500
301760,12995
283648,28900
212514,17995
356992,34991
65975,43999
191079,1600
262424,6595
402086,16300
10882,6499
404602,24495
357499,8995
279710,11350
86748,16750
333967,5495
184821,9900
198821,52995
125802,14995
416800,13995
228768,19990
406181,9000
223255,33495
53733,10275
348896,20990
270206,19990
318173,9500
9064,4300
77033,11991
241077,19980
410476,18995
387805,19291
13270,5499
302200,7800
198241,27995
166080,16990
118748,20995
421093,19500
107293,43950
97707,27990
190710,10950
384929,13995
268630,22900
341124,39995
33981,5925
274910,6250
116973,13000
312334,19688
7206,18999
294035,34999
371238,22995
216594,8500
154298,12988
36403,51800
131605,16900
423484,32990
121433,18900
309626,28998
65652,7995
6417,6995
258277,5695
321029,18999
323663,13955
10901,13995
397834,10500
304279,5995
272386,8999
418104,9495
310157,20995
368548,19875
381737,7100
308305,24444
65960,44999
343744,8500
314813,37999
299942,17590
223246,8995
30509,3000
210219,18590
391598,28995
172469,22500
35544,4750
191898,19590
420455,7990
231018,6995
314497,11300
78802,14991
387343,12350
175071,569
69633,12500
292550,17999
414373,11950
131747,15090
190741,2999
193837,6750
381111,1995
291425,7500
196300,34991
37909,15999
168134,15988
407141,52000
229537,35480
254984,167
250934,26950
385655,8500
411882,37990
23525,5900
390297,13900
302092,9495
210034,10000
318704,20995
149630,14772
253065,16995
263102,29590
350412,7995
169733,7999
291701,8600
20312,3500
411927,6096
274068,6000
85137,21900
300849,21895
275176,15997
395944,1000
205526,16995
292543,23995
406565,5395
244461,16990
165459,16995
28128,11990
219726,13495
296592,33995
43900,28500
268896,14990
143489,20990
27427,35594
2538,45000
262465,9588
115248,3499
387105,6995
335481,9495
306050,20590
392067,47750
295301,8997
131398,18483
262566,7950
204525,15690
227451,18980
53976,12854
284507,33926
269491,10999
203702,14995
53467,26995
400474,10497
187632,19995
350190,14840
269873,16679
313686,11995
120335,13590
386519,28499
101930,8995
170659,20000
134687,8500
406336,6689
237017,9000
337914,11900
328568,13900
36873,7990
11942,24988
389562,41999
196065,8850
378714,12999
80438,10588
315240,29995
217840,8500
63101,13250
375791,18990
178515,9795
95192,13990
159601,13590
102607,49988
357862,27324
339580,4988
247138,5980
165071,48995
221050,7995
318497,43997
268490,34999
399320,24775
264486,3795
34579,29995
410248,45999
395522,5999
201094,2999
243558,12798
419371,14995
346663,9879
385747,15998
313609,14990
259415,26590
303246,13475
211449,17995
264270,8900
180078,12998
324694,13500
243970,35788
126910,16495
323500,6500
393901,13395
201566,9995
214442,17995
97443,6750
252192,9995
344606,5988
168278,27999
295897,33995
315422,14400
416867,17777
114001,14997
104216,41980
389489,34999
318388,3900
254772,23995
200876,16800
348209,21779
337553,5995
215430,26400
379929,22995
213895,7550
356769,27999
138480,10995
115529,8900
329458,7550
413749,5995
29811,14999
114396,12491
339433,35788
16338,10995
233913,41999
175984,22495
135033,9900
217551,19999
392493,8995
32944,46990
258447,18990
320932,16995
268012,7788
12425,12950
330466,33990
275461,31500
73433,8900
407067,9900
345752,20660
292161,15500
339521,13999
201478,10995
357201,14800
314180,6900
287665,19990
181621,12950
306214,12500
212025,9999
177984,49995
362384,26595
245977,22000
79731,2500
288260,4500
159452,6995
275446,2200
85919,26877
240377,10527
90674,19500
330297,22500
365548,5959
384143,21998
423018,19995
251637,10999
3135,17878
299846,8975
292702,22999
383900,56995
166061,7798
12540,744
415657,5700
185812,25995
357139,5791
301629,16500
390276,32464
5119,9991
206977,26980
192616,789
213983,15820
280657,8600
233090,15995
353476,49999
337045,4500
411586,17999
168660,24900
86286,16499
419363,11995
408802,7495
231843,4000
189582,24995
219340,21999
247405,48995
360995,5000
299043,6728
9499,12995
117806,39999
338195,19950
62514,6998
171231,5500
390200,41980
407208,2000
362229,22000
420546,14756
221988,13995
27510,5995
106567,35800
275773,24000
205025,12995
83289,23470
